Name,Age,Height_in_cms,Weight_in_kg,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,CF,RW,CAM,CM,RM,CDM,RWB,CB,RB,OVA
S. Woods,21,185.42,76.5,CB,171,150,218,236,200,170,44,37,36,34,36,40,36,50,47,56,49,56
A. Jaziri,19,172.72,72.45,LW,265,293,342,252,219,92,49,59,61,63,61,53,61,42,47,37,44,63
R. Varane,27,190.5,80.55,CB,293,309,351,347,321,262,50,65,65,64,67,72,67,82,77,85,80,86
D. Ginczek,29,190.5,84.15,ST,326,283,319,358,321,94,56,76,71,66,67,60,63,51,48,53,47,76
F. Selemani,26,182.88,64.35000000000001,RM,303,333,388,300,299,174,42,65,68,69,69,65,69,60,62,55,61,70
R. Martínez,17,180.34,82.35000000000001,ST,246,213,272,287,211,55,51,56,54,52,52,46,50,36,36,34,35,56
J. Molina,32,185.42,76.5,CB,315,289,326,380,345,209,70,68,66,65,67,70,67,72,70,75,71,73
L. Shaw,19,185.42,72.45,CM,216,228,298,263,242,141,59,48,50,50,51,52,52,51,51,49,51,52
J. Day,29,190.5,83.25,GK,64,77,278,241,112,45,321,27,25,25,25,23,25,25,25,28,25,65
André Ramalho,28,182.88,77.4,CB,292,331,307,383,312,218,61,64,64,61,65,70,62,73,67,74,68,74
K. Mrabti,26,175.26,74.25,CAM,313,314,390,355,327,165,38,68,69,69,69,66,69,63,63,61,62,68
D. Boyata,29,187.96,83.25,CB,254,219,331,328,240,235,53,53,51,51,52,57,55,71,69,77,71,77
M. Saito,30,170.18,65.7,LM,294,325,366,321,246,63,49,63,66,67,67,60,66,44,48,36,44,67
M. Dyrestam B,28,185.42,83.25,CB,256,256,317,304,257,182,60,55,56,58,57,60,60,63,63,64,63,64
S. Hendrie,25,177.8,69.3,LB,205,235,312,280,251,183,47,48,50,53,50,50,54,56,60,59,60,62
B. Tashchy,26,193.04,89.10000000000001,ST,310,301,297,328,273,98,56,66,65,64,64,61,64,52,53,49,51,66
G. Reyna,17,185.42,78.3,CAM,287,340,379,287,245,77,56,62,67,68,68,61,67,48,51,40,47,68
Mateus,35,175.26,74.25,LW,333,343,371,339,312,114,45,70,72,72,71,65,70,56,58,52,55,72
U. Llanez Jr.,19,172.72,67.5,CAM,283,303,372,305,280,103,38,61,63,64,64,59,64,51,54,46,52,64
D. Rensch,17,177.8,67.5,CB,254,275,339,277,257,190,47,54,56,58,58,59,60,62,63,62,63,62
K. Triantafyllopoulos,27,185.42,79.2,CB,223,215,295,312,242,190,52,45,44,46,45,51,50,62,61,66,63,66
C. Kobald,22,185.42,79.2,CB,195,215,300,274,239,199,47,44,46,45,49,54,49,62,57,65,59,65
L. Fraser,22,185.42,80.55,CDM,243,289,297,275,271,168,55,51,54,55,57,61,58,63,59,61,59,64
K. Nykiel,31,185.42,78.3,RB,253,262,301,346,297,173,56,51,52,56,53,57,58,60,60,60,60,60
G. Hubert,26,198.12,87.3,GK,89,85,221,212,113,44,330,28,27,26,27,28,27,28,26,28,26,67
B. Taz,21,175.26,71.55,CAM,252,284,330,236,217,87,40,55,59,59,59,53,58,43,45,37,43,59
M. Meilinger,28,180.34,76.5,RM,300,334,339,324,265,97,42,63,65,66,66,63,66,52,54,45,51,67
Satrústegui,29,187.96,80.55,CB,264,259,313,308,261,204,47,56,55,56,55,56,58,63,65,67,65,67
Altamirano,23,177.8,72.45,CAM,257,269,317,255,236,90,53,58,60,60,59,53,58,43,46,38,44,60
A. Morelos,24,177.8,78.3,ST,331,299,373,388,326,107,55,75,73,71,70,65,71,57,56,56,54,75
C. Jordan,21,185.42,79.2,CB,191,193,299,261,226,170,56,43,42,42,42,43,43,52,51,58,53,58
A. Dávila,21,177.8,71.55,ST,292,235,307,298,245,96,50,63,62,59,60,55,57,46,47,45,46,63
T. Wolff,17,175.26,69.3,RM,219,225,339,260,207,70,49,52,54,54,53,48,54,40,42,35,40,54
C. Strandberg,24,187.96,89.10000000000001,ST,304,247,317,372,259,65,58,70,67,65,63,57,64,45,47,43,44,70
T. Ducrocq,19,175.26,61.65,CAM,255,289,347,258,261,143,55,54,58,58,60,59,59,54,55,50,54,60
J. Sánchez,27,170.18,54.45,CM,295,299,340,310,309,186,38,59,62,61,63,65,63,64,65,59,65,65
Martínez,27,187.96,79.2,CB,242,237,268,278,255,207,40,50,49,48,51,57,51,66,61,69,63,69
R. Abascal,26,187.96,86.4,CB,250,247,299,326,276,187,53,53,51,51,50,54,53,61,59,66,61,66
Jael,30,185.42,83.25,ST,321,274,289,344,239,53,46,65,61,61,59,55,60,44,45,41,42,66
V. Le Goff,30,177.8,68.4,LB,296,310,365,347,311,222,48,64,67,69,69,71,70,72,74,68,72,74
Santi Cazorla,35,167.64000000000001,64.35000000000001,CM,381,421,372,326,396,191,42,76,80,81,82,81,80,75,73,67,70,82
L. Baal,34,175.26,74.25,LB,308,300,317,313,312,213,65,57,59,61,61,64,62,69,69,70,69,71
Vinícius,22,180.34,71.55,RW,324,312,365,336,272,69,51,69,70,71,69,62,70,48,53,40,49,70
B. Kramer,24,190.5,86.4,ST,271,233,329,344,248,62,58,64,61,58,58,51,57,41,41,41,40,64
T. Leak,19,187.96,79.2,CB,159,162,279,253,192,154,38,38,37,37,37,38,39,46,46,52,48,52
Y. Fofana,21,175.26,68.4,CM,290,315,365,355,348,211,45,68,70,69,71,73,70,73,71,71,70,73
O. Morales,27,180.34,79.2,RWB,217,197,295,252,223,182,44,40,42,46,45,50,51,56,60,56,59,59
H. Rodríguez,24,175.26,74.25,CM,250,265,361,312,298,170,48,62,65,64,66,67,65,65,64,61,64,67
S. Chakla,26,185.42,76.5,CB,213,216,261,278,229,195,54,47,46,44,47,52,47,61,56,66,58,66
K. Harris B B,27,175.26,67.5,LW,274,278,412,320,229,79,54,62,68,71,69,62,70,49,55,39,50,71
N. Khacef,22,177.8,76.5,LB,224,258,323,257,257,187,52,52,56,58,56,57,60,60,62,60,62,64
M. Batshuayi,26,185.42,90.45,ST,360,305,377,377,296,85,57,78,76,74,72,62,71,49,53,49,51,78
Ayrton,23,180.34,71.55,LB,301,335,395,362,307,207,44,66,69,70,68,68,72,69,73,69,73,75
C. Budescu,31,185.42,81.45,CAM,337,390,334,336,337,149,66,71,74,73,75,72,72,63,62,57,59,75
H. Pell,28,193.04,84.15,CDM,290,295,285,343,327,178,44,63,62,60,62,64,61,64,61,63,61,65
Z. Brault-Guillard,21,170.18,65.7,RWB,228,267,386,307,268,186,50,53,56,58,57,57,60,61,63,62,63,65
M. Flores,19,175.26,67.5,CDM,191,198,298,223,206,129,56,41,42,43,43,44,44,46,45,46,46,47
T. Perthel,31,185.42,82.35000000000001,LB,286,323,327,365,300,190,44,61,62,62,62,62,63,64,65,64,64,66
D. Amartey,25,185.42,78.3,CB,323,280,327,351,310,226,62,62,63,63,64,67,65,72,71,75,71,73
A. Duncan,27,177.8,77.4,CDM,328,335,360,386,344,229,39,69,70,70,71,74,72,77,76,76,76,74
K. Kamara,35,190.5,85.5,ST,351,294,354,386,315,83,52,73,71,70,68,62,69,52,54,50,51,73
Juanmi,27,172.72,68.4,CF,366,326,376,329,292,78,47,74,76,75,74,67,74,51,55,44,51,75
T. Beadling,24,185.42,79.2,CB,233,252,293,305,259,175,49,52,52,52,54,56,54,58,57,59,57,59
A. Hussein,17,175.26,63.45,CAM,227,238,323,274,222,121,64,49,52,52,52,51,52,47,49,44,48,51
Mula,23,177.8,63.45,RM,300,313,345,311,267,107,49,63,66,67,66,63,67,54,56,48,53,68
W. Dutoit,30,180.34,75.60000000000001,GK,82,89,273,223,128,46,344,29,29,28,29,27,28,26,25,26,25,70
R. Sambueza,36,175.26,71.55,CAM,343,389,346,349,372,127,47,71,74,75,76,74,75,65,64,58,61,76
F. Pardo,29,177.8,79.2,RM,353,365,387,387,323,99,53,74,74,75,73,67,74,57,58,53,55,75
K. Tagawa,21,180.34,69.3,LM,286,242,365,320,254,95,58,63,64,65,63,57,64,47,51,44,48,63
A. Budimir,28,190.5,74.25,ST,341,255,298,348,283,91,64,76,71,68,66,58,65,50,51,51,49,76
M. Bagnack,22,182.88,77.4,CB,224,214,325,290,227,197,58,46,46,48,46,49,49,59,61,64,63,65
R. Garay,23,185.42,79.2,CB,210,194,272,269,226,178,54,45,45,45,45,47,47,56,57,61,58,61
K. Dempsey,24,177.8,74.25,RM,282,325,339,317,283,116,54,60,63,64,64,63,65,56,56,49,54,63
K. Harada,19,170.18,59.4,CAM,216,270,329,230,197,95,39,49,53,54,55,50,53,42,43,37,41,55
Nolito,33,175.26,64.35000000000001,LW,349,380,359,329,350,115,53,73,75,75,75,71,74,61,60,54,57,76
J. Bagan,18,180.34,69.3,CB,160,134,274,246,176,160,49,34,32,32,31,34,34,43,46,50,48,50
B. Abdallah,21,175.26,61.65,RWB,211,262,357,234,228,176,56,47,50,54,52,52,56,56,60,55,59,61
W. Kamavuaka,30,187.96,80.55,CB,254,267,302,329,275,204,56,54,53,53,54,58,55,65,63,68,64,66
A. Scholz,27,187.96,86.4,CB,295,278,322,332,306,221,48,62,63,62,64,67,64,72,69,74,70,74
M. Bard,19,172.72,64.35000000000001,LB,261,283,364,296,297,190,50,58,62,63,62,61,64,63,65,63,65,67
J. Carragher,34,185.42,82.35000000000001,CB,244,194,240,282,298,238,65,45,45,43,48,56,48,69,63,77,70,77
K. Denkey,19,180.34,80.55,ST,266,238,313,325,235,55,46,64,62,59,58,50,56,39,41,37,38,64
I. Diallo,21,177.8,67.5,CDM,259,302,352,309,340,210,45,59,63,63,66,68,65,71,68,69,68,72
R. Figiel,29,175.26,73.35000000000001,CM,254,304,305,311,281,166,52,59,62,61,62,64,62,61,61,56,60,64
C. Niasse,20,187.96,81.45,CDM,236,272,281,278,284,187,50,54,56,54,57,59,56,62,59,62,59,63
Jaume Grau,23,182.88,69.3,CM,297,292,309,306,292,199,51,61,63,64,65,67,65,66,66,64,66,67
K. Ajer,22,195.57999999999998,93.15,CB,290,303,307,334,297,221,49,64,63,62,61,64,64,70,70,73,70,73
A. Barillà,32,180.34,77.4,CM,329,343,394,369,325,211,50,69,70,70,70,71,71,71,72,69,72,71
G. Baker,18,177.8,68.4,RM,218,246,356,224,226,88,47,49,53,55,54,48,55,40,44,35,43,56
M. Traore,17,182.88,67.5,CB,174,144,286,250,193,157,49,39,37,37,37,39,39,48,48,53,50,53
M. Pugh,32,180.34,71.55,CAM,326,333,325,297,300,130,60,67,68,68,68,65,67,57,56,52,54,69
J. Aguilar,31,177.8,76.5,CDM,226,242,303,298,283,182,57,52,53,52,56,60,54,65,60,62,61,66
M. James,26,190.5,83.25,CB,232,228,307,335,258,191,48,53,51,50,52,55,52,63,60,67,62,67
G. Agbonlahor,30,180.34,78.3,ST,331,311,326,304,288,100,45,68,66,67,65,57,64,48,48,48,46,69
A. Akkaynak,21,180.34,76.5,CM,260,297,316,314,270,166,54,56,59,59,61,63,60,62,59,58,58,63
I. Boye,23,187.96,81.45,ST,233,201,288,309,215,58,59,58,54,52,49,41,50,35,38,37,37,58
S. Ono,38,175.26,75.60000000000001,CAM,266,277,209,232,274,112,44,52,53,52,55,53,52,48,43,44,42,54
L. Sørensen,20,185.42,77.4,CDM,277,278,304,284,286,185,55,56,57,58,59,60,59,62,60,62,61,63
G. Merloi,20,170.18,66.60000000000001,LM,258,294,360,304,236,92,50,58,61,63,61,57,62,46,51,38,48,63
M. Roman,28,190.5,79.2,ST,304,277,270,362,245,109,46,64,61,59,59,56,59,49,49,48,48,64
L. Castro,31,182.88,75.60000000000001,CM,339,379,359,341,355,192,42,70,74,74,75,75,74,71,71,66,70,75
Nuno Santos,21,165.1,57.6,CAM,290,329,374,312,293,150,56,65,68,68,69,68,69,63,63,56,61,69
J. Arias,21,177.8,65.7,LB,228,184,307,253,255,165,48,49,49,49,50,50,50,54,55,57,57,59
R. Hamouma,33,177.8,75.60000000000001,RM,363,376,359,330,323,120,59,72,75,76,76,72,75,59,61,52,58,76
W. Dean,19,180.34,70.65,CDM,225,252,321,280,242,155,38,50,51,51,52,53,53,54,54,53,54,53
R. Balk,19,175.26,64.35000000000001,RM,238,270,306,263,199,75,54,55,57,58,56,49,57,39,43,33,40,58
M. Güçlü,21,182.88,69.3,ST,297,273,341,302,255,54,50,64,64,62,62,55,60,42,43,38,41,64
F. Bilbija,20,187.96,77.4,CAM,256,258,284,224,217,75,53,55,58,59,59,53,58,42,44,36,41,59
O. Petrák,27,185.42,78.3,CDM,270,281,346,352,269,210,56,58,60,62,63,66,63,69,69,70,70,70
Eric Ramires,19,175.26,66.60000000000001,CAM,278,288,383,281,306,164,47,63,67,67,67,65,66,62,62,58,62,65
E. Nketiah,21,175.26,71.55,ST,305,283,392,331,260,56,47,71,71,70,69,60,68,45,48,39,45,71
S. Gbohouo,31,190.5,81.45,GK,62,68,243,231,113,40,340,27,24,23,23,22,23,23,22,26,22,69
F. Schleusener,28,185.42,80.55,ST,322,275,347,346,260,71,44,68,66,66,64,58,66,47,50,43,47,68
J. Courtney-Perkins,17,187.96,77.4,CB,157,140,297,239,181,168,56,34,34,36,34,36,38,46,50,52,52,52
S. van Wermeskerken,26,177.8,71.55,RB,240,291,372,265,276,188,52,53,59,62,61,62,64,63,65,60,65,67
Odriozola,24,175.26,65.7,RB,324,322,388,325,327,226,52,65,69,72,71,72,73,73,77,72,77,79
F. Beltrán,22,165.1,63.45,CAM,279,318,372,278,294,179,51,59,64,65,67,67,65,64,64,58,63,67
M. D'Alessandro,29,172.72,64.35000000000001,LM,297,303,407,283,238,111,51,63,67,69,67,60,68,49,55,41,52,69
J. O'Connell,26,190.5,84.15,CB,283,272,304,324,295,233,46,56,57,60,60,65,63,74,73,78,74,78
J. Cazares,23,170.18,60.300000000000004,CAM,301,371,430,289,280,88,48,67,72,73,74,68,73,52,55,41,52,74
E. Sorga,20,175.26,74.25,ST,248,218,311,306,230,51,57,59,56,54,53,47,52,37,39,35,37,59
Saúl Berjón,34,177.8,83.25,LM,337,366,381,352,311,107,53,70,72,72,72,70,72,59,61,51,58,73
M. Diakité,20,177.8,71.55,RM,220,259,317,273,226,144,47,51,54,55,55,54,56,53,54,49,53,55
L. Norris,27,182.88,83.25,ST,284,271,295,343,245,64,48,63,58,57,55,49,56,42,43,41,41,63
Kaku,25,170.18,67.5,CAM,286,366,399,330,315,176,51,66,72,73,74,71,74,65,66,56,63,74
P. Daka,21,182.88,70.65,ST,337,311,421,381,269,58,39,76,75,74,72,64,73,48,52,43,49,76
J. Grzesik,25,177.8,69.3,RB,232,228,351,248,241,172,50,48,50,53,51,52,56,56,60,57,60,62
Marcos Paulo,25,180.34,77.4,CAM,296,351,340,360,327,175,50,63,67,67,69,68,68,66,65,62,63,69
L. Schweers,24,187.96,88.2,CB,203,201,271,285,238,191,52,44,43,42,44,50,45,60,55,64,58,64
Fran Cruz,28,182.88,72.45,CB,217,235,298,335,252,187,51,48,47,46,49,54,49,62,58,65,59,66
B. Smith-Hylton,22,182.88,73.35000000000001,CB,239,225,275,279,249,166,53,49,48,48,48,50,49,54,54,56,55,56
Zanka,30,190.5,84.15,CB,262,226,318,318,296,220,61,56,55,54,57,62,57,70,66,74,68,74
K. Kościelny,28,185.42,82.35000000000001,CB,180,144,270,272,220,187,51,39,36,35,35,39,37,53,51,63,54,63
P. Sturm,21,175.26,67.5,RM,237,243,324,260,238,128,44,53,55,55,55,54,56,50,51,47,50,57
K. Al Khathlan,24,177.8,67.5,LWB,209,252,334,245,257,167,53,46,50,53,51,53,55,57,61,56,60,62
A. Masuaku,26,177.8,69.3,LB,331,348,397,362,319,215,39,70,73,75,74,73,75,72,75,70,75,77
S. Ingelsson,22,187.96,82.35000000000001,LM,271,295,322,297,294,171,53,60,63,64,64,63,65,62,63,58,61,63
O. Lewicki,27,170.18,67.5,CB,275,290,361,376,322,209,54,61,62,61,63,66,62,69,67,70,67,70
M. Lacen,34,175.26,73.35000000000001,CM,302,360,313,332,328,190,59,61,63,62,66,68,63,68,63,66,63,69
A. Reardon,21,180.34,74.25,CB,174,171,276,242,187,174,47,39,39,39,40,43,42,52,52,55,53,55
S. Molina,28,177.8,74.25,RM,275,307,358,308,250,137,52,58,61,62,62,60,64,55,58,50,55,65
N. Niemann,20,170.18,59.4,RM,262,265,394,273,241,71,54,58,61,63,61,55,62,46,50,38,46,58
Nicolás Filhei,24,172.72,68.4,CAM,348,368,385,304,318,167,49,71,75,75,77,76,74,67,68,60,67,76
R. Márquez,38,182.88,74.25,CB,277,344,218,340,302,220,53,55,55,53,57,64,54,69,61,72,62,73
M. Rosenberg,36,182.88,80.55,ST,349,338,332,377,344,98,53,71,70,70,70,67,69,57,56,54,53,72
Abner,24,177.8,72.45,LWB,242,266,374,323,279,180,42,58,60,62,58,58,62,60,65,61,64,66
B. Afobe,27,182.88,77.4,ST,320,309,354,342,293,70,39,70,69,67,68,60,66,48,48,44,46,70
M. Valenzuela,21,167.64000000000001,65.7,LB,256,291,374,309,321,215,63,56,60,63,62,63,64,67,69,68,69,71
D. Adorni,26,182.88,74.25,CB,246,225,341,305,266,212,58,52,50,51,51,54,53,64,64,69,66,70
D. Gojko,21,175.26,55.35,CAM,237,278,357,255,253,102,43,53,58,59,59,55,59,47,50,42,48,60
Pedro Mendes,20,187.96,83.25,ST,329,308,348,363,299,90,43,71,68,66,65,59,64,50,51,49,49,71
Fábio Martins,26,177.8,69.3,LM,348,365,392,371,334,137,53,74,77,77,77,72,76,61,64,57,62,77
B. Iglesias,17,170.18,64.35000000000001,CAM,223,225,322,268,226,127,51,49,50,50,51,51,51,50,50,47,50,51
A. Begović,33,198.12,100.35000000000001,GK,83,104,251,219,148,41,370,31,29,27,28,28,29,29,27,28,26,75
M. Frýdek,27,177.8,72.45,LB,339,343,373,386,356,203,36,69,69,70,69,70,71,71,72,71,72,73
J. Collins,29,187.96,85.5,ST,308,291,321,381,302,111,57,70,67,64,64,61,63,54,53,53,51,70
J. Eilers,32,187.96,76.5,RW,298,274,353,322,291,82,50,65,65,66,64,58,64,49,51,44,49,65
T. Warschewski,20,187.96,77.4,ST,254,240,300,298,233,62,56,58,56,55,54,48,52,39,39,38,38,59
S. Malone,29,187.96,74.25,LWB,306,309,350,346,319,194,48,65,66,68,66,66,68,66,68,65,68,70
J. Gomez,18,182.88,76.5,CB,175,178,296,271,221,156,54,45,45,44,44,45,46,50,51,54,52,54
B. Zuculini,27,182.88,76.5,CDM,319,319,335,356,359,210,55,66,68,67,69,71,68,72,69,72,69,73
A. Giménez,33,190.5,87.3,GK,93,116,246,217,88,49,325,29,27,26,26,25,27,27,27,27,26,66
R. Botta,29,175.26,64.35000000000001,CAM,319,385,376,347,303,111,45,70,74,75,74,69,74,57,59,48,55,75
J. Waterman,24,187.96,74.25,CB,185,168,266,258,207,174,45,39,36,36,37,42,39,53,51,58,53,58
Kim Shin Wook,32,195.57999999999998,92.25,ST,358,309,338,393,323,108,42,76,71,68,69,65,67,56,55,56,54,76
J. Brabec,27,187.96,76.5,CB,285,265,341,344,311,227,51,61,61,61,62,66,62,72,69,74,70,74
A. Trajkovski,27,180.34,77.4,CAM,319,359,346,342,257,62,60,67,69,69,69,62,68,47,50,39,46,69
Klauss,23,190.5,88.2,ST,325,299,300,345,266,76,43,69,67,65,65,61,65,48,49,44,47,69
E. Hallfreðsson,36,185.42,85.5,CDM,317,369,297,332,351,211,50,64,67,66,69,70,67,71,67,70,66,70
D. Szymański,25,182.88,75.60000000000001,CDM,270,290,331,321,307,191,69,61,62,61,63,65,62,67,64,63,63,68
M. Dituro,33,190.5,85.5,GK,88,90,217,242,145,48,373,30,31,28,32,33,30,30,28,28,27,75
P. Gallagher,35,182.88,75.60000000000001,CM,321,369,293,329,335,174,38,65,67,67,68,70,67,66,64,60,62,70
S. Whittaker,35,185.42,86.4,CM,300,302,291,332,332,192,59,62,62,62,63,64,62,64,63,64,62,63
Y. Kashiwagi,32,175.26,72.45,CAM,300,359,305,289,308,140,54,63,66,67,68,67,66,60,57,53,55,68
L. Bünning,22,187.96,77.4,CB,242,183,310,302,224,185,46,50,47,48,46,47,49,56,57,62,59,62
Douglas Costa,29,172.72,69.3,LM,355,410,450,350,334,117,54,76,82,84,83,76,83,62,67,52,63,84
A. Mandi,28,182.88,77.4,CB,326,336,352,325,331,239,64,64,67,68,70,73,70,78,76,79,77,79
R. Meshino,22,170.18,67.5,CAM,303,311,363,313,226,48,46,63,64,65,64,57,64,42,45,35,41,63
L. Magallán,26,185.42,82.35000000000001,CB,245,239,280,320,275,218,53,52,51,51,52,57,54,68,65,73,66,73
J. Hernández,22,170.18,70.65,LB,255,264,346,282,257,179,55,51,53,55,54,54,57,58,61,59,61,62
M. Bundu,23,187.96,76.5,RM,310,325,389,350,276,130,37,69,71,72,70,64,71,56,60,52,57,72
Y. Demir,17,177.8,64.35000000000001,CAM,269,320,364,289,252,44,50,60,64,65,64,57,63,41,43,32,40,64
L. Palmiero,24,177.8,73.35000000000001,CAM,322,348,310,322,322,181,47,65,67,67,68,68,68,66,65,61,63,68
L. Ritzka,22,182.88,77.4,LB,254,257,343,308,242,174,58,52,54,56,55,57,58,59,63,58,63,65
S. Lippert,20,193.04,80.55,CB,190,158,225,255,189,165,44,38,35,35,35,40,38,50,47,56,50,56
D. Lavalée,23,187.96,75.60000000000001,CB,244,240,315,271,261,200,46,50,53,56,56,60,59,65,65,66,65,66
J. Neira,25,180.34,78.3,CM,267,266,326,351,300,154,48,60,59,58,60,61,59,61,58,61,58,61
Joelinton,23,185.42,80.55,ST,332,295,362,379,323,115,56,75,73,71,71,67,70,59,58,57,57,75
S. Goss,24,190.5,79.2,CM,269,335,318,317,293,177,48,58,60,61,63,64,62,63,61,60,60,64
J. Drobný,38,193.04,89.10000000000001,GK,93,94,211,176,93,39,335,25,25,24,26,27,25,27,24,25,23,72
D. Tchamba,21,190.5,78.3,CB,225,226,314,292,243,190,42,50,50,50,51,54,53,61,60,64,61,64
E. Benítez,32,175.26,73.35000000000001,LM,316,290,336,315,273,63,57,60,63,65,64,61,66,50,53,40,49,67
J. O'Shea,37,190.5,83.25,CB,241,244,224,230,264,200,60,46,45,45,48,52,47,61,55,65,56,66
V. Emmersón,24,195.57999999999998,84.15,CB,199,186,248,275,208,179,43,45,42,40,41,46,43,57,52,61,54,61
Campos,33,187.96,81.45,GK,52,82,219,173,114,41,322,20,20,19,19,21,21,23,23,22,22,65
C. Jolley,19,177.8,65.7,ST,251,226,308,271,221,45,49,56,55,55,53,46,53,35,38,32,36,56
Artur,24,180.34,69.3,CDM,279,319,341,320,328,211,40,62,65,65,67,69,67,71,69,69,69,72
L. Gueye,22,177.8,73.35000000000001,RM,314,335,345,310,249,60,48,66,67,68,66,59,67,44,48,36,45,68
J. Mora,27,175.26,59.4,LB,258,265,374,295,279,199,59,57,59,61,59,58,62,62,66,63,66,68
A. Odimayo,20,182.88,74.25,CB,172,164,278,246,186,173,45,38,39,39,40,43,42,51,51,56,53,56
P. Tietz,22,190.5,88.2,ST,276,221,289,326,244,82,40,63,62,58,60,56,57,47,45,45,43,63
B. Szeliga,24,182.88,78.3,RW,293,280,363,340,278,164,54,63,63,65,63,60,65,58,62,57,60,64
D. Yearwood,20,175.26,62.550000000000004,RM,258,287,383,349,298,181,56,60,62,63,63,63,64,64,64,63,64,63
J. Sargent,20,185.42,78.3,ST,317,306,370,331,293,98,41,69,69,68,67,62,67,53,56,49,54,69
Elias Fontoira,24,185.42,73.35000000000001,CDM,345,372,340,357,355,220,49,70,72,72,73,74,72,73,73,72,72,74
F. Frei,31,182.88,79.2,CDM,359,357,337,371,353,209,60,71,71,71,72,74,72,73,72,70,71,74
Henrique Gomes,24,185.42,77.4,CB,254,238,313,280,273,216,61,53,54,57,54,56,59,66,70,71,70,72
T. Carson,32,185.42,84.15,GK,75,78,290,237,155,38,334,29,29,28,29,26,29,24,25,25,25,68
D. Pillai,32,177.8,69.3,RM,261,295,330,294,275,131,65,56,58,60,59,58,60,55,58,51,56,61
G. Debeljuh,23,185.42,79.2,ST,265,221,288,364,256,44,58,65,61,58,57,51,57,40,41,39,39,65
L. Emini,20,175.26,73.35000000000001,CM,234,268,312,282,281,167,44,52,55,55,56,59,57,59,58,57,58,59
V. Demaku,20,180.34,67.5,CDM,231,264,316,272,292,186,47,51,55,55,58,61,57,64,61,61,60,65
W. Omsberg,24,193.04,81.45,CB,190,168,228,258,218,181,48,38,35,35,36,43,38,55,51,61,53,61
Jesús Carrillo,21,172.72,69.3,CAM,237,261,334,279,275,162,56,56,61,61,62,61,61,59,59,53,58,62
Edmilson Junior,22,180.34,70.65,RM,302,364,391,370,312,138,59,69,74,75,73,69,74,60,64,52,61,75
K. Darlow,29,190.5,77.4,GK,85,104,303,228,112,38,356,30,30,29,31,30,30,29,29,26,28,73
F. Ricca,25,177.8,72.45,CB,282,285,353,306,306,217,48,60,62,64,63,65,66,70,71,72,71,73
J. Proctor,28,187.96,77.4,ST,288,261,317,328,285,68,55,61,60,59,59,55,59,47,47,45,45,61
Y. Chibsah,27,177.8,77.4,CDM,298,308,378,360,338,212,38,67,68,68,69,71,69,74,73,72,72,71
S. Strandberg,28,187.96,79.2,CB,228,264,313,320,273,198,55,54,53,52,54,57,54,65,61,67,62,68
J. Cillessen,31,185.42,82.35000000000001,GK,108,99,283,251,142,41,397,32,34,33,37,38,35,35,32,29,31,81
F. Altamirano,24,185.42,77.4,GK,89,94,228,228,140,70,329,28,28,26,28,29,28,30,29,31,29,66
D. Bohar,28,172.72,68.4,LM,292,311,372,328,266,93,55,65,68,69,67,63,69,51,56,43,52,70
D. Burns,17,175.26,61.65,RM,211,235,312,180,194,104,47,45,48,50,48,43,49,38,41,35,41,50
J. Arias,27,175.26,63.45,ST,299,271,330,362,287,62,57,69,67,64,65,59,63,47,46,43,44,69
J. Słowik,28,190.5,81.45,GK,78,74,210,179,94,44,323,25,23,22,22,21,22,22,22,23,22,67
Y. Çetin,23,187.96,89.10000000000001,CB,237,210,247,300,237,218,49,49,44,44,43,47,45,59,57,69,60,69
F. Carvalho,17,170.18,62.550000000000004,CAM,229,266,333,223,209,96,47,50,55,56,57,53,55,44,45,38,43,57
S. McLoughlin,23,175.26,69.3,RM,271,287,351,305,274,170,53,58,61,62,62,60,63,59,61,56,60,63
M. Diaby,20,170.18,66.60000000000001,LM,315,347,444,302,295,131,47,70,77,80,79,73,80,61,66,50,62,81
J. Attamah,26,180.34,79.2,CB,260,247,324,373,271,211,46,55,55,53,58,63,56,69,64,70,66,70
C. Aránguiz,31,170.18,69.3,CDM,350,397,374,365,398,232,55,72,77,77,79,82,78,82,79,75,77,83
A. Di María,32,180.34,68.4,RW,379,432,419,379,360,148,51,79,84,85,85,81,85,67,70,58,66,87
A. Gogić,26,185.42,82.35000000000001,CB,233,250,246,347,291,189,55,52,50,48,51,56,50,64,58,66,58,65
R. Reçber,37,187.96,75.60000000000001,GK,78,93,256,226,145,36,359,27,26,29,24,29,28,30,24,30,27,73
Junior Malanda,19,180.34,77.4,CDM,287,261,361,392,309,207,50,63,65,64,66,69,66,73,69,73,70,73
C. Viet,21,182.88,77.4,RB,237,238,302,244,250,175,54,47,50,54,53,55,57,58,59,58,59,61
B. Touré,28,182.88,72.45,CDM,267,299,275,354,297,205,47,56,58,58,60,65,60,69,65,68,65,70
Catena,25,193.04,79.2,CB,221,213,297,302,256,206,51,48,47,47,48,53,49,63,62,68,64,68
J. Bandowski,26,187.96,80.55,LB,285,263,348,299,269,169,56,63,62,63,61,58,63,60,63,62,63,65
Rui Patrício,32,190.5,83.25,GK,85,103,304,270,169,38,406,32,34,32,36,35,34,33,30,30,29,84
A. López,23,172.72,65.7,LM,283,293,331,257,257,171,36,56,58,61,59,58,61,57,60,54,59,62
